synthetic-bad,JavaScript,function,user,4
synthetic-bad,Java,class,stuff,5
synthetic-bad,C#,function,r,1
synthetic-bad,Python,variable,yjsjxsf,7
synthetic-bad,C#,class,aa,2
synthetic-bad,Python,class,ubyJLGMf,8
synthetic-bad,JavaScript,function,cpwjm,5
synthetic-bad,Java,class,W,1
synthetic-bad,Java,class,mt,2
synthetic-bad,JavaScript,class,aca,3
synthetic-bad,JavaScript,function,zgCXYsmEJig,11
synthetic-bad,Java,function,JWEGSZLCMJI,11
synthetic-bad,Java,variable,var,3
synthetic-bad,JavaScript,function,element,7
synthetic-bad,Java,variable,5e35,4
synthetic-bad,JavaScript,function,mndd,4
synthetic-bad,JavaScript,function,data,4
synthetic-bad,JavaScript,class,obj,3
synthetic-bad,Java,variable,xxx,3
synthetic-bad,Python,variable,svofmb,6
synthetic-bad,Java,class,temp,4
synthetic-bad,JavaScript,variable,var,3
synthetic-bad,Java,variable,5sa350,6
synthetic-bad,Python,variable,43oas,5
synthetic-bad,Python,function,obj1,4
synthetic-bad,Python,class,bvuxh,5
synthetic-bad,C#,class,ZH,2
synthetic-bad,JavaScript,variable,sutzvjsxf,9
synthetic-bad,Python,class,hr,2
synthetic-bad,Python,variable,hndvglki,8
synthetic-bad,JavaScript,class,JTTP,4
synthetic-bad,JavaScript,function,M,1
synthetic-bad,Java,variable,val,3
synthetic-bad,JavaScript,class,ur,2
synthetic-bad,JavaScript,class,pqjmmhzwq,9
synthetic-bad,Java,function,sss3,4
synthetic-bad,JavaScript,class,GZQDNT,6
synthetic-bad,JavaScript,variable,info,4
synthetic-bad,C#,function,C,1
synthetic-bad,Java,class,051oi,5
synthetic-bad,C#,function,cczbbz,6
synthetic-bad,C#,class,i41e,4
synthetic-bad,C#,variable,CWHIRDB,7
synthetic-bad,Python,function,yzy,3
synthetic-bad,Python,function,nt,2
synthetic-bad,Python,class,x,1
synthetic-bad,JavaScript,function,1i1o055,7
synthetic-bad,C#,variable,SJZU,4
synthetic-bad,Java,function,340o00,6
synthetic-bad,C#,function,ms,2
synthetic-bad,JavaScript,class,field,5
synthetic-bad,JavaScript,variable,set,3
synthetic-bad,Java,function,r,1
synthetic-bad,JavaScript,function,node2,5
synthetic-bad,Java,function,so3o4,5
synthetic-bad,Python,variable,EQIPtfch,8
synthetic-bad,Python,function,hHzHYl,6
synthetic-bad,Java,class,set,3
synthetic-bad,Python,variable,vuci,4
synthetic-bad,C#,class,var,3
synthetic-bad,Python,function,vuc,3
synthetic-bad,C#,variable,ovhjzulle,9
synthetic-bad,JavaScript,class,list,4
synthetic-bad,Java,function,fzex,4
synthetic-bad,C#,function,YHnlpUXRX,9
synthetic-bad,Python,function,rgf,3
synthetic-bad,JavaScript,class,k,1
synthetic-bad,C#,class,4005,4
synthetic-bad,Python,class,BKQLEOX,7
synthetic-bad,JavaScript,variable,mbsr,4
synthetic-bad,C#,function,ZDJE,4
synthetic-bad,JavaScript,variable,list,4
synthetic-bad,Python,function,o4o504,6
synthetic-bad,Python,class,set,3
synthetic-bad,Java,variable,zbzxxx,6
synthetic-bad,Python,variable,vWTfoeMZUyxrLB,14
synthetic-bad,Java,variable,zwrpevevoh,10
synthetic-bad,C#,class,BTTSV,5
synthetic-bad,Java,class,e4ie,4
synthetic-bad,JavaScript,variable,GglMCTVuAAMLMd,14
synthetic-bad,JavaScript,function,info,4
synthetic-bad,Python,class,QDWPSVRBERDH,12
synthetic-bad,Java,class,rmcnae,6
synthetic-bad,Python,function,15a40o,6
synthetic-bad,JavaScript,class,U,1
synthetic-bad,C#,variable,SLMOXOAND,9
synthetic-bad,Python,function,var,3
synthetic-bad,C#,function,data,4
synthetic-bad,JavaScript,function,util,4
synthetic-bad,C#,variable,zz,2
synthetic-bad,JavaScript,function,ZBQ,3
synthetic-bad,Python,variable,zyz,3
synthetic-bad,JavaScript,variable,wvv,3
synthetic-bad,Python,variable,element,7
synthetic-bad,C#,class,TXT,3
synthetic-bad,C#,variable,GKCWQMIIYM,10
synthetic-bad,Python,variable,wmz,3
synthetic-bad,Python,class,bar1,4
synthetic-bad,Python,variable,ZSTRWUBRXKE,11
synthetic-bad,Python,class,novamwxzg,9
synthetic-bad,Python,function,AOAPFBGOPT,10
synthetic-bad,JavaScript,function,map,3
synthetic-bad,JavaScript,class,O,1
synthetic-bad,C#,variable,VNJTVNPA,8
synthetic-bad,Python,function,xcbx,4
synthetic-bad,JavaScript,class,44o501,6
synthetic-bad,Java,function,bar,3
synthetic-bad,Python,class,data,4
synthetic-bad,Python,class,zvykseyo,8
synthetic-bad,Java,variable,temp,4
synthetic-bad,JavaScript,function,oqdazwk,7
synthetic-bad,Python,class,Z,1
synthetic-bad,C#,variable,YYTSXANFTO,10
synthetic-bad,JavaScript,variable,wlf,3
synthetic-bad,JavaScript,variable,N,1
synthetic-bad,Java,variable,XJCKE,5
synthetic-bad,Java,variable,vkmSkHMGdPPEVw,14
synthetic-bad,C#,class,Z,1
synthetic-bad,C#,variable,item,4
synthetic-bad,Java,function,UQ,2
synthetic-bad,JavaScript,class,JE,2
synthetic-bad,C#,function,goy,3
synthetic-bad,Python,class,PQGZLFLP,8
synthetic-bad,C#,variable,VWULO,5
synthetic-bad,C#,class,ZU,2
synthetic-bad,C#,variable,string,6
synthetic-bad,Python,function,e43,3
synthetic-bad,JavaScript,variable,count,5
synthetic-bad,JavaScript,class,oEiqreTrJstkdH,14
synthetic-bad,C#,class,bztxzlza,8
synthetic-bad,JavaScript,variable,PezBhvBW,8
synthetic-bad,Python,function,yctrhzx,7
synthetic-bad,Java,variable,mrbxqju,7
synthetic-bad,JavaScript,class,uikpznGQyMxI,12
synthetic-bad,C#,function,list,4
synthetic-bad,Java,function,element,7
synthetic-bad,Python,class,PQ,2
synthetic-bad,Java,class,sbrl,4
synthetic-bad,JavaScript,class,map,3
synthetic-bad,Java,function,Z,1
synthetic-bad,Java,function,fIluISCMQErU,12
synthetic-bad,JavaScript,variable,50ise41,7
synthetic-bad,C#,function,4sa4s3,6
synthetic-bad,C#,function,zcx,3
synthetic-bad,Python,class,rbaLusY,7
synthetic-bad,JavaScript,variable,le,2
synthetic-bad,Python,function,thing,5
synthetic-bad,Java,function,count,5
synthetic-bad,Java,function,i05110e5,8
synthetic-bad,Python,variable,m,1
synthetic-bad,Python,function,C,1
synthetic-bad,Java,function,temp2,5
synthetic-bad,C#,function,TH,2
synthetic-bad,C#,function,RDZBJC,6
synthetic-bad,C#,function,ybb,3
synthetic-bad,Python,variable,5051,4
synthetic-bad,JavaScript,function,fgthfuryw,9
synthetic-bad,Python,class,HLUIRXYSBVI,11
synthetic-bad,JavaScript,class,MNWZQTEH,8
synthetic-bad,Java,class,hq,2
synthetic-bad,C#,function,map,3
synthetic-bad,C#,function,bbaa,4
synthetic-bad,C#,function,b,1
synthetic-bad,Python,variable,map,3
synthetic-bad,Python,variable,SO,2
synthetic-bad,C#,class,qla,3
synthetic-bad,C#,class,5a1o,4
synthetic-bad,Python,class,xaxyz,5
synthetic-bad,Python,variable,xzyzx,5
synthetic-bad,C#,variable,RD,2
synthetic-bad,Python,variable,WM,2
synthetic-bad,Java,variable,SbcidDcuaIaIC,13
synthetic-bad,Python,class,4o354ss3,8
synthetic-bad,C#,class,DLL,3
synthetic-bad,JavaScript,function,t,1
synthetic-bad,JavaScript,function,tmp,3
synthetic-bad,Python,function,ebizhytsf,9
synthetic-bad,Python,function,zzcc,4
synthetic-bad,Java,class,zz,2
synthetic-bad,Java,function,obj,3
synthetic-bad,Java,class,cbabz,5
synthetic-bad,C#,class,azcczb,6
synthetic-bad,Python,function,stuff,5
synthetic-bad,C#,function,stuff,5
synthetic-bad,JavaScript,class,list,4
synthetic-bad,Python,class,set,3
synthetic-bad,Java,variable,YWS,3
synthetic-bad,Python,variable,field,5
synthetic-bad,Python,class,ur,2
synthetic-bad,C#,function,oa1,3
synthetic-bad,Python,function,ybc,3
synthetic-bad,C#,variable,count,5
synthetic-bad,C#,class,stuff,5
synthetic-bad,JavaScript,variable,0ai,3
synthetic-bad,Python,variable,401544a4,8
synthetic-bad,Java,class,cqe,3
synthetic-bad,Java,variable,DLHHUSZJXKA,11
synthetic-bad,JavaScript,variable,set,3
synthetic-bad,Python,variable,user,4
synthetic-bad,C#,class,map,3
synthetic-bad,Python,class,BPTALLAN,8
synthetic-bad,Java,class,vip,3
synthetic-bad,Python,function,FYkozbGB,8
synthetic-bad,Java,variable,BNWO,4
synthetic-bad,Python,function,wvayjau,7
synthetic-bad,JavaScript,class,3054o,5
synthetic-bad,C#,function,YDRCUKP,7
synthetic-bad,Python,variable,ayay,4
synthetic-bad,Java,class,U,1
synthetic-bad,Python,function,ZB,2
synthetic-bad,JavaScript,class,VHOEINASXGM,11
synthetic-bad,Python,variable,vTjZUPrNmql,11
synthetic-bad,C#,class,BNL,3
synthetic-bad,C#,variable,FOSVSLT,7
synthetic-bad,C#,class,data,4
synthetic-bad,JavaScript,variable,uq,2
synthetic-bad,Java,class,set,3
synthetic-bad,C#,function,vk,2
synthetic-bad,C#,variable,yazz,4
synthetic-bad,C#,variable,flag2,5
synthetic-bad,Java,variable,YbUlTPJ,7
synthetic-bad,JavaScript,class,INFTF,5
synthetic-bad,Python,variable,zxcb,4
synthetic-bad,C#,function,JPRLRETTE,9
synthetic-bad,Java,variable,PSEW,4
synthetic-bad,Java,class,on,2
synthetic-bad,Python,class,ptr,3
synthetic-bad,C#,variable,NGKX,4
synthetic-bad,Python,variable,item,4
synthetic-bad,Python,class,item,4
synthetic-bad,C#,class,OWVYOYFKAIM,11
synthetic-bad,Python,class,bczx,4
synthetic-bad,Java,function,azxx,4
synthetic-bad,JavaScript,variable,U,1
synthetic-bad,Python,function,TKZE,4
synthetic-bad,JavaScript,variable,askjrg,6
synthetic-bad,JavaScript,class,var,3
synthetic-bad,Java,variable,var,3
synthetic-bad,Java,function,yvt,3
synthetic-bad,Java,variable,CBQZRJH,7
synthetic-bad,JavaScript,function,set,3
synthetic-bad,JavaScript,function,baz,3
synthetic-bad,Python,function,yyxba,5
synthetic-bad,C#,function,stuff,5
synthetic-bad,C#,function,MqZHyeXsEheZCZk,15
synthetic-bad,Java,function,iseas4s3,8
synthetic-bad,JavaScript,class,data,4
synthetic-bad,Java,function,cc,2
synthetic-bad,JavaScript,class,temp,4
synthetic-bad,C#,class,QTC,3
synthetic-bad,Java,class,data2,5
synthetic-bad,JavaScript,class,CAYWS,5
synthetic-bad,Java,class,pgy,3
synthetic-bad,JavaScript,variable,KTXVQLVZ,8
synthetic-bad,JavaScript,class,hds,3
synthetic-bad,C#,function,aav,3
synthetic-bad,JavaScript,class,YUQYGEQ,7
synthetic-bad,Java,function,xxca,4
synthetic-bad,Python,function,ccx,3
synthetic-bad,C#,class,irpqny,6
synthetic-bad,JavaScript,function,xzz,3
synthetic-bad,JavaScript,variable,tZxDtSFtPRztyO,14
synthetic-bad,Python,variable,ZKPXGTKREYAL,12
synthetic-bad,Java,function,ee,2
synthetic-bad,C#,variable,qesKbkjbKxQrWBW,15
synthetic-bad,Python,function,PxrupZNaCozTe,13
synthetic-bad,JavaScript,function,cyxyy,5
synthetic-bad,Python,function,xbzxy,5
synthetic-bad,Python,class,stuff,5
synthetic-bad,Java,function,var,3
synthetic-bad,Java,class,field,5
synthetic-bad,C#,function,ie35o,5
synthetic-bad,JavaScript,variable,crkimrtjq,9
synthetic-bad,Java,class,cazx,4
synthetic-bad,JavaScript,class,rl,2
synthetic-bad,C#,function,loicUjWvfchwyTH,15
synthetic-bad,Python,variable,l,1
synthetic-bad,Python,variable,n,1
synthetic-bad,C#,function,info,4
synthetic-bad,JavaScript,variable,axbxcy,6
synthetic-bad,C#,function,my,2
synthetic-bad,Python,class,UN,2
synthetic-bad,C#,function,JQeHnqKgAp,10
synthetic-bad,Python,function,ugyp,4
synthetic-bad,C#,class,brzkuj,6
synthetic-bad,C#,class,101eo,5
synthetic-bad,C#,class,test,4
synthetic-bad,Java,class,ykhvgs,6
synthetic-bad,Java,class,cxbc,4
synthetic-bad,Python,class,LGBXMGNM,8
synthetic-bad,JavaScript,function,MRxORIppS,9
synthetic-bad,Java,function,set,3
synthetic-bad,Java,class,obj2,4
synthetic-bad,Java,class,set,3
synthetic-bad,Java,class,ee00a5i,7
synthetic-bad,Python,class,exec,4
synthetic-bad,JavaScript,variable,baz,3
synthetic-bad,Java,class,vmQvxDH,7
synthetic-bad,Python,class,obj,3
synthetic-bad,JavaScript,function,ppkhj,5
synthetic-bad,JavaScript,variable,CCEGTCV,7
synthetic-bad,Python,function,aiv,3
synthetic-bad,JavaScript,function,item,4
synthetic-bad,Python,variable,item,4
synthetic-bad,Java,variable,LKUBJNVYYK,10
synthetic-bad,Java,class,e45e5o,6
synthetic-bad,JavaScript,class,ayaax,5
synthetic-bad,C#,variable,ZCIGNIAAKON,11
synthetic-bad,JavaScript,class,Z,1
synthetic-bad,C#,function,HFYD,4
synthetic-bad,Java,variable,SFX,3
synthetic-bad,JavaScript,function,data,4
synthetic-bad,Java,function,seii0,5
synthetic-bad,C#,variable,SQZ,3
synthetic-bad,Java,class,r,1
synthetic-bad,Java,variable,cybazx,6
synthetic-bad,Java,variable,yacyby,6
synthetic-bad,C#,function,qux,3
synthetic-bad,Java,variable,yba,3
synthetic-bad,Java,variable,pcp,3
synthetic-bad,JavaScript,function,nd,2
synthetic-bad,JavaScript,variable,list,4
synthetic-bad,Python,class,var,3
synthetic-bad,JavaScript,function,field,5
synthetic-bad,JavaScript,function,EOXGQXK,7
synthetic-bad,Python,class,obj1,4
synthetic-bad,C#,class,OzFojND,7
synthetic-bad,Java,variable,FHDXYHMQZ,9
synthetic-bad,C#,variable,xzyza,5
synthetic-bad,Java,variable,data,4
synthetic-bad,Python,variable,info,4
synthetic-bad,Python,variable,info,4
synthetic-bad,C#,variable,val,3
synthetic-bad,JavaScript,function,info,4
synthetic-bad,Java,class,aa,2
synthetic-bad,Python,class,user,4
synthetic-bad,JavaScript,variable,GMHKP,5
synthetic-bad,Python,class,PPLHB,5
synthetic-bad,Java,class,XR,2
synthetic-bad,JavaScript,function,V,1
synthetic-bad,Python,variable,gizzx,5
synthetic-bad,Python,variable,CM,2
synthetic-bad,JavaScript,class,item,4
synthetic-bad,JavaScript,function,ufa,3
synthetic-bad,Python,variable,main,4
synthetic-bad,JavaScript,class,msvc,4
synthetic-bad,JavaScript,variable,result2,7
synthetic-bad,Python,variable,a,1
synthetic-bad,JavaScript,function,xcccxz,6
synthetic-bad,JavaScript,class,obj,3
synthetic-bad,C#,function,vqyywrb,7
synthetic-bad,JavaScript,variable,cysi,4
synthetic-bad,C#,variable,obj,3
synthetic-bad,JavaScript,variable,string,6
synthetic-bad,JavaScript,function,count,5
synthetic-bad,Python,variable,rFKAxyzUgpPRskK,15
synthetic-bad,C#,variable,YECI,4
synthetic-bad,JavaScript,variable,byy,3
synthetic-bad,Java,variable,rd,2
synthetic-bad,Python,class,o33,3
synthetic-bad,JavaScript,class,BLGB,4
synthetic-bad,Python,function,osai0ii,7
synthetic-bad,JavaScript,class,l,1
synthetic-bad,JavaScript,function,ie3,3
synthetic-bad,C#,variable,RKFUEQJC,8
synthetic-bad,JavaScript,function,KLXCTXII,8
synthetic-bad,C#,variable,F,1
synthetic-bad,C#,function,35sos4,6
synthetic-bad,JavaScript,function,aa,2
synthetic-bad,C#,class,obj,3
synthetic-bad,JavaScript,variable,03oass,6
synthetic-bad,Java,class,list,4
synthetic-bad,Java,class,MVMPHNPE,8
synthetic-bad,Python,variable,temp,4
synthetic-bad,C#,function,PJNXS,5
synthetic-bad,C#,function,XUB,3
synthetic-bad,C#,class,aPAAke,6
synthetic-bad,C#,function,IBMKBJKRXSY,11
synthetic-bad,JavaScript,variable,var,3
synthetic-bad,Python,function,ptr,3
synthetic-bad,Python,class,003oi,5
synthetic-bad,JavaScript,class,HOCR,4
synthetic-bad,JavaScript,class,zbzxc,5
synthetic-bad,C#,class,flag2,5
synthetic-bad,Python,function,TK,2
synthetic-bad,C#,variable,r,1
synthetic-bad,Python,function,temp1,5
synthetic-bad,JavaScript,class,dJvHqdKM,8
synthetic-bad,C#,variable,GEEWCE,6
synthetic-bad,Java,function,w,1
synthetic-bad,Python,variable,WBT,3
synthetic-bad,C#,variable,obepmpl,7
synthetic-bad,Python,function,XOGJKHQCH,9
synthetic-bad,JavaScript,class,stuff,5
synthetic-bad,JavaScript,function,44isae,6
synthetic-bad,JavaScript,variable,e,1
synthetic-bad,Java,function,a,1
synthetic-bad,Python,class,count,5
synthetic-bad,JavaScript,variable,blxi,4
synthetic-bad,Python,variable,var,3
synthetic-bad,C#,function,NLCESRDBMUDJ,12
synthetic-bad,C#,function,j,1
synthetic-bad,Java,variable,count,5
synthetic-bad,C#,class,stuff,5
synthetic-bad,Python,function,a,1
synthetic-bad,Java,class,three,5
synthetic-bad,C#,class,O,1
synthetic-bad,C#,class,fHHGsKfUEnnlAOP,15
synthetic-bad,JavaScript,class,temp,4
synthetic-bad,JavaScript,class,item,4
synthetic-bad,Java,variable,u,1
synthetic-bad,Python,class,ee1o,4
synthetic-bad,C#,variable,V,1
synthetic-bad,Java,variable,mzzlk,5
synthetic-bad,Java,class,NJKUJZYFL,9
synthetic-bad,Python,class,TDG,3
synthetic-bad,Python,class,PGXUNSODUHZG,12
synthetic-bad,Python,function,q,1
synthetic-bad,JavaScript,variable,element,7
synthetic-bad,Python,class,ITD,3
synthetic-bad,JavaScript,class,XDNHFKJLI,9
synthetic-bad,C#,function,pidoqumft,9
synthetic-bad,Python,variable,ref,3
synthetic-bad,C#,function,stuff,5
synthetic-bad,JavaScript,class,FGMGGGPFDBXZ,12
synthetic-bad,JavaScript,function,obj,3
synthetic-bad,JavaScript,variable,WERBYBBFYMUE,12
synthetic-bad,C#,class,ckz,3
synthetic-bad,JavaScript,class,cczbc,5
synthetic-bad,JavaScript,variable,sdnqhxuev,9
synthetic-bad,C#,class,uargsiw,7
synthetic-bad,C#,variable,user,4
synthetic-bad,C#,class,kDLPUzoujAFD,12
synthetic-bad,Python,class,string,6
synthetic-bad,Python,variable,yxay,4
synthetic-bad,C#,function,vntxuovu,8
synthetic-bad,C#,variable,h,1
synthetic-bad,JavaScript,class,qux,3
synthetic-bad,Java,class,kn,2
synthetic-bad,JavaScript,class,oxo,3
synthetic-bad,Python,variable,eHEsoULA,8
synthetic-bad,Java,function,set,3
synthetic-bad,JavaScript,function,xupoew,6
synthetic-bad,Java,class,r,1
synthetic-bad,JavaScript,function,ccz,3
synthetic-bad,Python,function,set,3
synthetic-bad,Python,function,list,4
synthetic-bad,C#,function,OE,2
synthetic-bad,Java,function,zayxaz,6
synthetic-bad,JavaScript,class,ZhZajZgRgH,10
synthetic-bad,JavaScript,variable,asdf,4
synthetic-bad,Java,function,QAAEDI,6
synthetic-bad,C#,function,JhBoyCxivmmCOCfH,16
synthetic-bad,JavaScript,variable,RFZAKYJETH,10
synthetic-bad,Java,function,util,4
synthetic-bad,Java,class,GTMRWM,6
synthetic-bad,JavaScript,class,sisa,4
synthetic-bad,Python,variable,obj,3
synthetic-bad,Python,variable,CIJIVP,6
synthetic-bad,C#,class,aoo00,5
synthetic-bad,C#,variable,UOT,3
synthetic-bad,Python,function,sebsagxy,8
synthetic-bad,Python,variable,a404s4i4,8
synthetic-bad,JavaScript,class,oBPKwS,6
synthetic-bad,C#,function,RKNZGDXEZ,9
synthetic-bad,Java,function,eu,2
synthetic-bad,Java,function,yxxaa,5
synthetic-bad,Java,class,run,3
synthetic-bad,JavaScript,variable,func,4
synthetic-bad,C#,class,count,5
synthetic-bad,Java,class,YQZXxSTJ,8
synthetic-bad,Java,function,flag,4
synthetic-bad,C#,variable,polsbxv,7
synthetic-bad,JavaScript,function,info,4
synthetic-bad,JavaScript,variable,clMZhaoWHrjRM,13
synthetic-bad,Java,function,wfWXhCjTdRZtOe,14
synthetic-bad,Python,variable,EnyPIVWngFogD,13
synthetic-bad,JavaScript,class,azf,3
synthetic-bad,Python,function,e34115,6
synthetic-bad,Python,class,abaza,5
synthetic-bad,Python,variable,t,1
synthetic-bad,C#,variable,temp,4
synthetic-bad,C#,variable,XNE,3
synthetic-bad,JavaScript,function,MPSCNO,6
synthetic-bad,JavaScript,function,obj,3
synthetic-bad,C#,variable,aacaxc,6
synthetic-bad,JavaScript,variable,kirklrh,7
synthetic-bad,Python,function,info,4
synthetic-bad,Java,variable,lv,2
synthetic-bad,C#,class,lryc,4
synthetic-bad,Python,class,mqnq,4
synthetic-bad,Java,function,map,3
synthetic-bad,JavaScript,variable,ZYUCOmU,7
synthetic-bad,Python,class,string,6
synthetic-bad,JavaScript,function,node1,5
synthetic-bad,Python,class,CVH,3
synthetic-bad,C#,function,XXJ,3
synthetic-bad,Java,class,temp,4
synthetic-bad,JavaScript,class,map,3
synthetic-bad,Java,variable,VOVEHYDPH,9
synthetic-bad,Java,function,data,4
synthetic-bad,C#,class,UCN,3
synthetic-bad,Python,variable,c,1
synthetic-bad,Java,variable,G,1
synthetic-bad,JavaScript,variable,zzxz,4
synthetic-bad,Java,function,i,1
synthetic-bad,Java,function,info,4
synthetic-bad,JavaScript,class,KlZrYmfh,8
synthetic-bad,Python,variable,os45e1,6
synthetic-bad,JavaScript,variable,set,3
synthetic-bad,C#,variable,yxax,4
synthetic-bad,C#,variable,var,3
synthetic-bad,Java,function,o03s3o0e,8
synthetic-bad,Java,class,iwrtukcdj,9
synthetic-bad,Python,variable,ArxPTRkoijwTup,14
synthetic-bad,Python,class,v,1
synthetic-bad,JavaScript,class,UbpqXTSaeOt,11
synthetic-bad,C#,variable,AnheIQedW,9
synthetic-bad,JavaScript,variable,count,5
synthetic-bad,JavaScript,function,1ee3,4
synthetic-bad,Python,function,NeYDTjhwG,9
synthetic-bad,C#,variable,aae1155o,8
synthetic-bad,Python,function,BNICTDATPM,10
synthetic-bad,Python,function,abc,3
synthetic-bad,Python,function,nuvdsztqnb,10
synthetic-bad,Java,variable,list,4
synthetic-bad,Java,class,UAHEA,5
synthetic-bad,Python,variable,DsUGnlcJYo,10
synthetic-bad,JavaScript,class,HM,2
synthetic-bad,Python,variable,qjxq,4
synthetic-bad,Java,class,n,1
synthetic-bad,JavaScript,variable,rkkahyy,7
synthetic-bad,Java,function,xzzac,5
synthetic-bad,C#,class,ZGtKpXJeYplTDDX,15
synthetic-bad,C#,function,xyb,3
synthetic-bad,C#,variable,hdrgzov,7
synthetic-bad,JavaScript,variable,l,1
synthetic-bad,Python,function,bbaczb,6
synthetic-bad,Python,function,xkgnm,5
synthetic-bad,C#,function,s35e,4
synthetic-bad,Java,class,IedkViUbXjkj,12
