Domain,Term,Type
ngx-bootstrap,CollapseDirective,Noun
ngx-bootstrap,DatepickerDirective,Noun
ngx-bootstrap,DropdownDirective,Noun
ngx-bootstrap,ModalDirective,Noun
ngx-bootstrap,PaginationDirective,Noun
ngx-bootstrap,PopperDirective,Noun
ngx-bootstrap,ProgressbarDirective,Noun
ngx-bootstrap,RatingDirective,Noun
ngx-bootstrap,ScrollSpyDirective,Noun
ngx-bootstrap,SelectDirective,Noun
ngx-bootstrap,SortableDirective,Noun
ngx-bootstrap,TimepickerDirective,Noun
ngx-bootstrap,TooltipDirective,Noun
ngx-bootstrap,TypeaheadDirective,Noun
ngx-bootstrap,AccordionService,Noun
ngx-bootstrap,AlertService,Noun
ngx-bootstrap,ButtonsService,Noun
ngx-bootstrap,CarouselService,Noun
ngx-bootstrap,CollapseService,Noun
ngx-bootstrap,DatepickerService,Noun
ngx-bootstrap,DropdownService,Noun
ngx-bootstrap,ModalService,Noun
ngx-bootstrap,PaginationService,Noun
ngx-bootstrap,PopperService,Noun
ngx-bootstrap,ProgressbarService,Noun
ngx-bootstrap,RatingService,Noun
ngx-bootstrap,ScrollSpyService,Noun
ngx-bootstrap,SelectService,Noun
ngx-bootstrap,SortableService,Noun
ngx-bootstrap,TimepickerService,Noun
ngx-bootstrap,TooltipService,Noun
ngx-bootstrap,TypeaheadService,Noun
ngx-bootstrap,AccordionConfig,Noun
ngx-bootstrap,AlertConfig,Noun
ngx-bootstrap,ButtonsConfig,Noun
ngx-bootstrap,CarouselConfig,Noun
ngx-bootstrap,CollapseConfig,Noun
ngx-bootstrap,DatepickerConfig,Noun
ngx-bootstrap,DropdownConfig,Noun
ngx-bootstrap,ModalConfig,Noun
ngx-bootstrap,PaginationConfig,Noun
ngx-bootstrap,PopperConfig,Noun
ngx-bootstrap,ProgressbarConfig,Noun
ngx-bootstrap,RatingConfig,Noun
ngx-bootstrap,ScrollSpyConfig,Noun
ngx-bootstrap,SelectConfig,Noun
ngx-bootstrap,SortableConfig,Noun
ngx-bootstrap,TimepickerConfig,Noun
ngx-bootstrap,TooltipConfig,Noun
ngx-bootstrap,TypeaheadConfig,Noun
ngx-bootstrap,accordionAccordion,Noun
ngx-bootstrap,accordionToggle,Noun
ngx-bootstrap,tooltipTrigger,Noun
ngx-bootstrap,modalBackdrop,Noun
ngx-bootstrap,modalBody,Noun
ngx-bootstrap,modalContent,Noun
ngx-bootstrap,modalDialog,Noun
ngx-bootstrap,modalHeader,Noun
ngx-bootstrap,modalFooter,Noun
ngx-bootstrap,alertDismissible,Noun
ngx-bootstrap,accordionCollapse,Noun
ngx-bootstrap,carouselIndicators,Noun
ngx-bootstrap,datepickerSelector,Noun
ngx-bootstrap,datepickerPopup,Noun
ngx-bootstrap,datepickerInput,Noun
ngx-bootstrap,tooltipPosition,Noun
ngx-bootstrap,tooltipContent,Noun
ngx-bootstrap,timepickerMeridian,Noun
ngx-bootstrap,typeaheadAsync,Noun
ngx-bootstrap,typeaheadMinLength,Noun
