code,readability_level,num_of_lines_norm,code_length_norm,cyclomatic_complexity_norm,indents_norm,loop_count_norm,line_length_norm,identifiers_norm
"class Solution:
    def romanToInt(self, s: str) -> int:
        dic={""I"":1, ""V"":5, ""X"":10, ""L"":50, ""C"":100, ""D"":500, ""M"":1000 }
        m,total=dic[s[0]],0
        for i in s:
            n=dic[i]
            total = (total- 2*m + n) if(m<n) else (total+ n)
            m=n
        return total",Medium,0.08955223880597014,0.06321839080459771,0.2631578947368421,0.2857142857142857,0.07692307692307693,0.23188073394495418,0.34375
"class Solution:
    def longestCommonPrefix(self, strs: List[str]) -> str:
        result = """"
        
        strs.sort()
        
		# Loop over the characters in the first index of the array
        for char in range(len(strs[0])):
		
			#If the character is the same in both the first and last string at the same index, append to result and continue with the loop.
            if strs[0][char] == strs[-1][char]:
                result += strs[0][char]
                continue
            else:
				# Break out of the loop here.  Personally, I find this this easier to read, could also just return the result.
                break
                
        return result",High,0.22388059701492538,0.1781609195402299,0.05263157894736842,0.2857142857142857,0.11538461538461539,0.26972477064220174,0.171875
"class Solution:
    def levelOrder(self, root: Optional[TreeNode]) -> List[List[int]]:
        levels = []
        
        def order(node, level):
            if level >= len(levels):
                levels.append([])
            
            if node:
                levels[level].append(node.val)
            
                if node.left:
                    order(node.left, level + 1)
                
                if node.right:
                    order(node.right, level + 1)
        
        if not root:
            return []
        
        order(root, 0)
        return levels",High,0.2835820895522388,0.15335753176043557,0.42105263157894735,0.2857142857142857,0.19230769230769232,0.11642014604006745,0.203125
"class Solution:
    def zigzagLevelOrder(self, root: Optional[TreeNode]) -> List[List[int]]:
        if not root:
            return root
        q = [root]
        level = []
        res = [[root.val]]
        x = 0
        while q and root:
            for node in q:
                if node.left:
                    level.append(node.left)
                if node.right:
                    level.append(node.right)
            temp = []
            for i in level:
                temp.append(i.val)
            x += 1
            if temp:
                if x % 2 != 0:
                    res.append(temp[::-1])
                else:
                    res.append(temp)
            q = level
            level = []
        return res",Medium,0.34328358208955223,0.19812462189957653,0.5789473684210527,0.42857142857142855,0.3076923076923077,0.13516120576671037,0.3125
"class Solution:

    def maxDepth(self, root: Optional[TreeNode]):
        queue = []
        height = 0
        if not root:
            return 0
        queue.append(root)

        while queue:
            current_length = len(queue)
            height += 1
            for _ in range(0, current_length):
                popped_elem = queue.pop(0)
                if popped_elem.left:
                    queue.append(popped_elem.left)
                if popped_elem.right:
                    queue.append(popped_elem.right)

        return height",High,0.2537313432835821,0.14035087719298245,0.42105263157894735,0.2857142857142857,0.19230769230769232,0.12590191074015314,0.15625
"class Solution:
    def buildTree(self, preorder: List[int], inorder: List[int]) -> Optional[TreeNode]:
        def buildTree(preorder, inorder):
            if inorder:
                root = TreeNode(preorder.pop(0))
                root_index = inorder.index(root.val)
                root.left = buildTree(preorder,inorder[:root_index])
                root.right = buildTree(preorder,inorder[root_index+1:])
                return root
        return buildTree(preorder, inorder)",Low,0.1044776119402985,0.12038717483363581,0.21052631578947367,0.42857142857142855,0.038461538461538464,0.4578418523372653,0.21875
"class Solution:
    def buildTree(self, inorder: List[int], postorder: List[int]) -> Optional[TreeNode]:
        m = {}
        for i in range(len(inorder)):
            m[inorder[i]] = i
            
        def helper(in_l, in_r, inorder, po_l, po_r, postorder):
            if po_l >= po_r:
                return TreeNode(postorder[po_r])
            curr = TreeNode(postorder[po_r])
            idx = m[postorder[po_r]]
            num_right_tree = in_r - idx
            num_left_tree = idx - in_l
            if num_right_tree > 0:
                curr.right = helper(idx+1, in_r, inorder, po_r-num_right_tree, po_r-1, postorder)
            if num_left_tree > 0:
                curr.left = helper(in_l, idx-1, inorder, po_l, po_l+num_left_tree-1, postorder)
            return curr
        
        return helper(0, len(inorder)-1, inorder, 0, len(postorder)-1, postorder)",Low,0.2537313432835821,0.24047186932849365,0.3157894736842105,0.2857142857142857,0.15384615384615385,0.35879147409808937,0.609375
"class Solution:
    def levelOrderBottom(self, root: TreeNode) -> List[List[int]]:
        if root is None: return
        queue = deque([root])
        op = []
        while queue:
            level = []
            for i in range(len(queue)):
                node = queue.popleft()
                level.append(node.val)
                if node.left: queue.append(node.left)
                if node.right: queue.append(node.right)
            op.append(level)
        return op[::-1]",High,0.16417910447761194,0.1206896551724138,0.42105263157894735,0.2857142857142857,0.19230769230769232,0.23766508720637164,0.171875
"class Solution:
    def sortedArrayToBST(self, nums: List[int]) -> Optional[TreeNode]:

        def recur(start, end):
            if end < start:
                return None
            mid = floor((start+end)/2)
            node = TreeNode(nums[mid])
            node.left = recur(start, mid-1)
            node.right = recur(mid+1, end)
            return node
        
        return recur(0, len(nums)-1)",High,0.14925373134328357,0.09770114942528736,0.15789473684210525,0.2857142857142857,0.038461538461538464,0.1945609436435125,0.171875
"class Solution:
    def sortedListToBST(self, head: ListNode) -> TreeNode:
        if not head or not head.next:
            return TreeNode(head.val) if head else None
			
        slow, fast = head, head.next
        while fast.next and fast.next.next:
            slow, fast = slow.next, fast.next.next
        fast, slow.next = slow.next, None
		
        node = TreeNode(fast.val)
        node.left = self.sortedListToBST(head)
        node.right = self.sortedListToBST(fast.next)
        return node",Medium,0.16417910447761194,0.12613430127041741,0.2631578947368421,0.14285714285714285,0.11538461538461539,0.2561750176429076,0.21875
"class Solution:
    def isBalanced(self, root: Optional[TreeNode]) -> bool:
        
        if not root:
            return True
        
        def recur(node, level):
            if not node:
                return level-1
            left = recur(node.left, level+1)
            right = recur(node.right, level+1)
            if not left or not right:
                return 0
            if abs(left-right) > 1:
                return 0
            return max(left, right)
        
        level = recur(root, 1)
        
        if not level:
            return False
        return True",High,0.2835820895522388,0.15366001209921354,0.15789473684210525,0.2857142857142857,0.19230769230769232,0.11705673094926043,0.234375
"class Solution:
    def minDepth(self, root: Optional[TreeNode]) -> int:
        import queue
        if not root:
            return 0

        q = queue.Queue()
        q.put((1, root))
        while not q.empty():
            level, node = q.get()
            if not node.left and not node.right:
                return level
            
            if node.left:
                q.put((level+1, node.left))
                
            if node.right:
                q.put((level+1, node.right))",High,0.22388059701492538,0.12522686025408347,0.42105263157894735,0.2857142857142857,0.19230769230769232,0.13211009174311927,0.171875
"class Solution:
    def hasPathSum(self, root: Optional[TreeNode], targetSum: int) -> bool:
        f = False
        def util(root, c):
            nonlocal f
            if root:
                c += root.val
                util(root.left, c)
                util(root.right, c)
                if not root.left and not root.right and c == targetSum:
                    f= True
        util(root, 0)
        return f",Medium,0.14925373134328357,0.10102843315184513,0.3157894736842105,0.2857142857142857,0.07692307692307693,0.2068152031454784,0.234375
"class Solution:
    def solve(self, root, S , curr , res):
        if(not root):
            return
        curr.append(root.val)
        
        
        if(root.val == S and not root.left and not root.right):
            res.append(list(curr))
            #remeber that when append lisi of list convert into a list
        self.solve(root.left, S - root.val , curr , res)
        
        self.solve(root.right, S - root.val , curr , res)
        
        #del curr[-1]
        curr.pop()
        
        
        
    def pathSum(self, root: Optional[TreeNode], targetSum: int) -> List[List[int]]:
        res = []
        curr = []
        self.solve(root , targetSum , curr , res)
        return res",Medium,0.31343283582089554,0.18753781004234724,0.15789473684210525,0.2857142857142857,0.07692307692307693,0.14927346287537752,0.359375
"class Solution:
    def flatten(self, root: Optional[TreeNode]) -> None:
        """"""
        Do not return anything, modify root in-place instead.
        """"""
        if not root:
            return None
        
        # left is the last node of the left subtree.
        # and similarly right is the last node of the right subtree
        left = self.flatten(root.left)
        right = self.flatten(root.right)
        
        if left:
            # First, we join the last node of left subtree to first node in right subtree
            # Then we move the left subtree to the right of the node, and delete the left subtree pointer
            left.right = root.right
            root.right = root.left
            root.left = None
        
        # if theres a right subtree, we return its last node, failing which the last node of the left subtree,
		# and if none are present (i.e. its a leaf node), we return the node itself.
        return right or left or root",Medium,0.29850746268656714,0.2676950998185118,0.10526315789473684,0.2857142857142857,0.19230769230769232,0.32895269867746935,0.21875
"class Solution:
    def numDistinct(self, s: str, t: str) -> int:
        m, n = len(s), len(t)
        dp = [[0 for i in range(m + 1)] for i in range(n + 1)]
        
        for i in range(0, m + 1):
            dp[i][0] = 1
        for i in range(1,m + 1):
            for j in range(1,n + 1):
                dp[i][j] += dp[i - 1][j] + (dp[i - 1][j - 1] if s[i - 1] == t[j - 1] else 0)
        return dp[m][n]",Medium,0.11940298507462686,0.09891107078039928,0.3684210526315789,0.2857142857142857,0.23076923076923078,0.2910353866317169,0.265625
"class Solution:
    def connect(self, root: 'Node') -> 'Node':
        if root == None:
            return None
        q = collections.deque([root])
        while len(q) > 0:
            size = len(q)
            prev = None
            for _ in range(size):
                node = q.popleft()
                if prev:
                    prev.next = node
                if node.left:
                    q.append(node.left)
                if node.right:
                    q.append(node.right)
                prev = node
            prev.next = None
        return root",Medium,0.23880597014925373,0.14791288566243194,0.47368421052631576,0.42857142857142855,0.23076923076923078,0.16596767147225863,0.265625
"class Solution(object):
    def generate(self, numRows):
        """"""
        :type numRows: int
        :rtype: List[List[int]]
        """"""
        response = [[1]*i for i in range(1, numRows+1)]
        
        for i in range(2, numRows):
            for j in range(1,i):
                response[i][j] = response[i-1][j] + response[i-1][j-1]
                
        return response",High,0.14925373134328357,0.09044162129461585,0.3157894736842105,0.2857142857142857,0.11538461538461539,0.16782437745740503,0.140625
"class Solution:
    def getRow(self, rowIndex: int) -> List[int]:
        l=[[1]*(i+1) for i in range(rowIndex+1)]
        
        if(rowIndex==0):
            l[0]=[1]
        
        else:
            l[0]=[1]
            l[1]=[1,1]
        
            for i in range(2,len(l)):
                for j in range(0,len(l[i])):
                    if(j==0 or j==len(l[i])+1):
                        continue
                    else:
                        l[i][j]=sum(l[i-1][j-1:j+1])
        return l[-1]",Medium,0.22388059701492538,0.1279491833030853,0.2631578947368421,0.42857142857142855,0.19230769230769232,0.13918741808650073,0.375
"class Solution:
    def minimumTotal(self, triangle: List[List[int]]) -> int:
        n = len(triangle)
        dp = [[-1] * n for x in range(n)]
        
        for j in range(n):
            dp[n-1][j] = triangle[n-1][j]
        i = n-2
        while(i>=0):
            j = i
            while(j>=0):
                down = triangle[i][j] + dp[i+1][j]
                dia = triangle[i][j] + dp[i+1][j+1]
                dp[i][j] = min(down,dia)
                j -= 1
            i -= 1
        return dp[0][0]",Medium,0.208955223880597,0.12915910465819722,0.2631578947368421,0.2857142857142857,0.15384615384615385,0.16754587155963305,0.28125
"class Solution:
    def maxProfit(self, prices: List[int]) -> int:
        min_price, max_profit = math.inf, 0
        for p in prices:
            if p < min_price:
                min_price = p
            elif p-min_price > max_profit:
                max_profit = p-min_price
        return max_profit",High,0.08955223880597014,0.0662431941923775,0.3684210526315789,0.2857142857142857,0.11538461538461539,0.24859108781127134,0.15625
"class Solution:
    def maxProfit(self, prices: List[int]) -> int:
        
        @cache
        def trade(day_d):
            
            if day_d == 0:
                
                # Hold on day_#0 = buy stock at the price of day_#0
                # Not-hold on day_#0 = doing nothing on day_#0
                return -prices[day_d], 0
            
            prev_hold, prev_not_hold = trade(day_d-1)
            
            hold = max(prev_hold, prev_not_hold - prices[day_d] )
            not_hold = max(prev_not_hold, prev_hold + prices[day_d] )
            
            return hold, not_hold
        
        # --------------------------------------------------
        last_day= len(prices)-1
        
        # Max profit must come from not_hold state (i.e., no stock position) on last day
        return trade(last_day)[1]",Medium,0.31343283582089554,0.22867513611615245,0.15789473684210525,0.2857142857142857,0.038461538461538464,0.2283207020343041,0.265625
"class Solution:
    def maxProfit(self, prices: List[int]) -> int:
        @cache
        def dfs(i, hasBought, transactions):
            if (i >= len(prices) or transactions >= 2):
                return 0
            maxProfit = 0
            if (hasBought):
                maxProfit = prices[i] + dfs(i + 1, False, transactions + 1)
            else:
                maxProfit = -prices[i] + dfs(i + 1, True, transactions)     
            return max(maxProfit, dfs(i + 1, hasBought, transactions))
        return dfs(0, False, 0)",Low,0.14925373134328357,0.13581367211131276,0.21052631578947367,0.2857142857142857,0.07692307692307693,0.33492791612057676,0.34375
"class Solution:
    def maxPathSum(self, root: TreeNode) -> int:
        return self.maxPathSumHelper(root)[2]

    def maxPathSumHelper(self, root: TreeNode):
        """"""
            (alo, connected, sum)
        """"""
        if root == None:
            return (False, False, 0)
        
        (l_alo, l_connected, l_subtree) = self.maxPathSumHelper(root.left)
        (r_alo, r_connected, r_subtree) = self.maxPathSumHelper(root.right)
        
        max_sum = max( \
            (root.val + l_subtree + r_subtree) if r_connected and l_connected else root.val, \
            (root.val + l_subtree) if l_connected else root.val, \
            (root.val + r_subtree) if r_connected else root.val, \
            root.val
         )
        
        
        if (l_alo and l_subtree > max_sum) or (r_alo and r_subtree > max_sum):
            if l_alo and not r_alo:
                return (True, False, l_subtree)
            elif not l_alo and r_alo:
                return (True, False, r_subtree)
            else:
                return (True, False, max(l_subtree, r_subtree))
        else:",Low,0.40298507462686567,0.3058076225045372,0.21052631578947367,0.2857142857142857,0.2692307692307692,0.24461517602928567,0.546875
"class Solution:
    def isPalindrome(self, s: str) -> bool:
        Snew = """"
        for char in s:
            if char.isalnum():
                Snew += char.lower()
        return Snew == Snew[::-1]",High,0.05970149253731343,0.03508771929824561,0.3157894736842105,0.2857142857142857,0.07692307692307693,0.1889908256880734,0.140625
"class Solution:
    def ladderLength(self, beginWord: 'str', endWord: 'str', wordList: 'List[str]') -> 'int':
        wordSet = set(wordList)
        if endWord not in wordSet:
            return 0
        wordDict = {1:[beginWord]}
        output = 1
        while True:
            words = wordDict[output] 
            wordDict[output + 1] = []
            for word in words:
                for i in range(len(word)):
                    for j in string.ascii_lowercase:
                        wordChange = word[:i] + j + word[i+1:]
                        if wordChange == endWord:
                            return output + 1
                        if wordChange in wordSet:
                            wordDict[output+1].append(wordChange)
                            wordSet.remove(wordChange)
            if wordDict[output+1] == []:
                break
            output += 1
        return 0",Low,0.29850746268656714,0.24863883847549909,0.47368421052631576,0.42857142857142855,0.3076923076923077,0.2906707970928155,0.4375
"class Solution:
    def longestConsecutive(self, nums: List[int]) -> int:
        lengthLong=0
        prevMap = {}
        for i, n in enumerate(nums):
            prevMap[n]=i
        for i, n in enumerate(nums):
            count=1
            while n+1 in prevMap:
                count+=1
                n+=1
            lengthLong=max(lengthLong,count)
        return lengthLong",High,0.14925373134328357,0.09044162129461585,0.3684210526315789,0.2857142857142857,0.11538461538461539,0.16782437745740503,0.203125
"class Solution:
def sumNumbers(self, root: Optional[TreeNode]) -> int:
    
    def path(root,local):
        nonlocal res
        if root is None:
            return 
        if root.left is None and root.right is None:
            res.append(local*10+root.val)
            return
        
        path(root.left,local*10+root.val)
        path(root.right,local*10+root.val)
    
    res = []
    path(root,0)
    return sum(res)",High,0.208955223880597,0.10405323653962492,0.21052631578947367,0.14285714285714285,0.07692307692307693,0.09819790301441678,0.125
"class Solution:
    def partition(self, s: str) -> List[List[str]]:
        part = [[] for _ in range(len(s))]
        def sub_part(l, r):
            if 0 <= l <= r < len(s) and s[l]==s[r]:
                part[l].append(s[l:r+1])
                sub_part(l-1, r+1)
                
		# find all palindromes
        for i in range(len(s)):
            sub_part(i,i)
            sub_part(i-1,i)
			
        # generate output
		res=[]
		
        def dfs(i, tmp):
            if i >=len(s):
                res.append(tmp)
			else:
				for p in part[i]:
					dfs(i + len(p), tmp + [p])        
        
		dfs(0, [])
        return res",Medium,0.3283582089552239,0.16515426497277677,0.42105263157894735,0.14285714285714285,0.19230769230769232,0.09095674967234595,0.421875
"class Solution:
    def minCut(self, s: str) -> int:
        if len(s)<=1: return 0
        dp = []
        for x in range(-1,len(s)):
            dp.append(x)
        for i in range(len(s)):
            for j in range(i,len(s)):
                if s[i:j]==s[j:i:-1]:
                    dp[j+1]=min(dp[j+1],dp[i]+1)
        return dp[len(s)]
    
    def minCut1(self, s: str) -> int:
        if len(s)<=1: return 0
        self.memo=[None]*(len(s)+1)
        self.memo[0]=[[]]
        ps = self.partition(s)
        min_len=float(""inf"")
        for p in ps:
            min_len=min(min_len,len(p))
        return min_len - 1
    
    def partition(self,s):
        l = len(s)
        if self.memo[l]: return self.memo[l]
        result=[]
        for i in range(l-1,-1,-1):
            current=s[i:]
            if current==current[::-1]:
                prevs=self.partition(s[:i])
                for prev in prevs:
                    result+=[prev+[current]]
        self.memo[l]=result
        return result",Low,0.4626865671641791,0.2807017543859649,0.5263157894736842,0.2857142857142857,0.4230769230769231,0.1496961753842488,0.828125
"class Solution:
    def cloneGraph(self, node: 'Node') -> 'Node':
        if not node:
            return None
        
        return clone(node, {})

def clone(node, dict):
    if node not in dict:
        dict[node] = Node(node.val, [])
        for n in node.neighbors:
            dict[node].neighbors.append(clone(n, dict))
    return dict[node]",High,0.14925373134328357,0.07985480943738657,0.2631578947368421,0.14285714285714285,0.11538461538461539,0.12883355176933162,0.140625
"class Solution:
    def canCompleteCircuit(self, gas: List[int], cost: List[int]) -> int:
        if sum(gas)<sum(cost): return -1
        n=len(gas)
        minn=float('inf')  #Variable to track the largest cumulative gas deficit
        debt=0 #Variable indicating the gas deficit at each station
        for i in range(n):
            debt+=gas[i]-cost[i]
            if debt<minn:
                minn=debt
                index=i
        return index+1 if index <n-1 else 0 #return the station right after the one with the largest cumulative deficit",Medium,0.13432835820895522,0.14156079854809436,0.2631578947368421,0.2857142857142857,0.15384615384615385,0.4122006433933041,0.21875
"class Solution:
    def singleNumber(self, nums: List[int]) -> int:
            return [x for x in nums if nums.count(x)==1][0]",Medium,0.0,0.012401693889897156,0.21052631578947367,0.14285714285714285,0.07692307692307693,0.58781127129751,0.046875
"class Solution:
    def singleNumber(self, nums: List[int]) -> int:
        return (sum(set(nums))*3-sum(nums))//2",Medium,0.0,0.008469449485783424,0.21052631578947367,0.14285714285714285,0.0,0.5009174311926606,0.0
"class Solution:
    def copyRandomList(self, head: 'Optional[Node]') -> 'Optional[Node]':
        def copyList(node):
            if not node:
                return node
            
            newNode = Node(node.val)
            newNodes[node] = newNode
            newNode.next = copyList(node.next)
            newNode.random = newNodes[node.random]
            
            return newNode
        
        newNodes = {None: None}
        return copyList(head)",High,0.1791044776119403,0.11494252873563218,0.15789473684210525,0.2857142857142857,0.038461538461538464,0.18389814641452912,0.125
"class Solution:
    def wordBreak(self, s: str, wordDict: List[str]) -> bool:
        n = len(s)
        t = [0 for _ in range(n)]
        for i in range(n):
            for j in range(i+1):
                word = s[j:i+1]
                if word in wordDict:
                    t[i] += t[j-1] if j > 0 else 1
        return t[n-1]",High,0.1044776119402985,0.07441016333938294,0.3157894736842105,0.2857142857142857,0.19230769230769232,0.23206640454346877,0.171875
"class Solution:
    def wordBreak(self, s: str, wordDict: List[str]) -> List[str]:
        self.res = []
        
        def helper(s,dic,path):
            if not s:
                self.res.append(' '.join(path))
                return
            if s in dic:
                return
            for i in range(1,len(s)+1):
                if s[:i] in wd:
                    helper(s[i:],dic,path+[s[:i]])
                else:
                    dic.add(s[:i])
        wd = set(wordDict)  
        dic = set()
        helper(s,dic,[])
        return self.res",Medium,0.23880597014925373,0.14458560193587416,0.2631578947368421,0.2857142857142857,0.15384615384615385,0.15779816513761463,0.34375
"class Solution:
    def hasCycle(self, head: Optional[ListNode]) -> bool:
        # if linkedlist empty
        if not head:
            return False
        
        # fast, slow nodes
        fast = slow = head
        
        # counter for fast and slow
        cnt = 0
        
        # while before end of linkedlist
        while fast:
            # advance fast
            fast = fast.next

            # every other loop
            if cnt % 2:
                # advance slow
                slow = slow.next
            
            # if fast and slow point to the same node, we have a loop
            if fast is slow:
                return True
            
            # increment cnt
            cnt += 1
        
        return False",High,0.40298507462686567,0.20114942528735633,0.3157894736842105,0.2857142857142857,0.34615384615384615,0.08511772947078228,0.1875
"class Solution:
    def detectCycle(self, head: Optional[ListNode]) -> Optional[ListNode]:
        
        if not head or not head.next:
            return None
        
        s = set()
        
        while head:
            
            if head in s:
                return head
            
            s.add(head)
            head = head.next
            
        return head",High,0.208955223880597,0.08983666061705989,0.2631578947368421,0.2857142857142857,0.11538461538461539,0.05892857142857142,0.078125
"class Solution:
    def reorderList(self, head: Optional[ListNode]) -> None:
        curr = head
        lst_ref = []
        while curr:
            lst_ref.append(curr)
            curr = curr.next
        if len(lst_ref) <= 2:
            return
        half_len, rem = divmod(len(lst_ref), 2)
        if rem:
            for a, b in zip(lst_ref[:half_len:1],
                            lst_ref[len(lst_ref) - 1: half_len:-1]):
                a.next = b
            for a, b in zip(lst_ref[len(lst_ref) - 1: half_len + 1:-1],
                            lst_ref[1:half_len:1]):
                a.next = b
            lst_ref[half_len + 1].next = lst_ref[half_len]
        else:
            for a, b in zip(lst_ref[:half_len:1],
                            lst_ref[len(lst_ref) - 1: half_len - 1:-1]):
                a.next = b
            for a, b in zip(lst_ref[len(lst_ref) - 1: half_len:-1],
                            lst_ref[1:half_len:1]):
                a.next = b
        lst_ref[half_len].next = None",Low,0.34328358208955223,0.28160919540229884,0.5789473684210527,0.42857142857142855,0.2692307692307692,0.28274705111402365,0.71875
"class Solution:
    def preorderTraversal(self, root: Optional[TreeNode]) -> List[int]:
	    ans = []
	    stack = [root]

	    while stack:
		    node = stack.pop()
		    if node:
			    ans.append(node.val)
			    stack.append(node.right)
			    stack.append(node.left)
	    return ans",High,0.13432835820895522,0.060798548094373864,0.3157894736842105,0.0,0.07692307692307693,0.08771595377099962,0.078125
"class Solution:
    def postorderTraversal(self, root: Optional[TreeNode]) -> List[int]:
        res = []
        if not root:
            return res
        def dfs(node):
            if not node:
                return
            dfs(node.left)
            dfs(node.right)
            res.append(node.val)
            pass
        dfs(root)
        return res",High,0.16417910447761194,0.08348457350272233,0.21052631578947367,0.2857142857142857,0.07692307692307693,0.11118056255670936,0.0625
